,light_level,occupancy,desired_light_level
9246,0.4,0,0.3
9247,0.6,0,0.6
9248,0.5,0,0.6
9249,0.1,1,0.6
9250,0.8,0,0.9
9251,0.4,1,0.5
9252,0.6,1,0.8
9253,0.2,0,0.8
9254,0.1,1,0.7
9255,0.2,1,0.9
9256,0.3,0,0.9
9257,0.9,1,0.3
9258,0.4,1,0.3
9259,0.7,0,0.9
9260,0.3,0,0.9
9261,0.7,1,0.9
9262,0.4,1,0.2
9263,0.1,0,0.9
9264,0.9,1,1.0
9265,0.2,1,1.0
9266,0.5,1,0.3
9267,0.3,1,1.0
9268,0.5,0,1.0
9269,0.8,0,1.0
9270,0.1,1,0.1
9271,0.5,0,1.0
9272,0.2,0,1.0
9273,0.9,1,0.9
9274,0.2,1,0.2
9275,0.1,0,0.6
9276,0.4,1,0.6
9277,0.8,1,0.6
9278,0.1,1,0.1
9279,0.4,0,0.3
9280,0.1,0,0.1
9281,0.8,0,1.0
9282,0.6,0,0.3
9283,0.8,0,0.9
9284,0.4,0,1.0
9285,0.9,0,0.5
9286,0.3,1,0.9
9287,0.2,1,0.1
9288,0.7,1,0.1
9289,0.3,1,0.5
9290,0.8,0,0.5
9291,0.9,0,0.5
9292,0.1,1,0.5
9293,0.4,0,0.5
9294,0.1,0,0.5
9295,0.9,1,0.6
9296,0.5,1,0.1
9297,0.7,1,0.5
9298,0.6,1,0.1
9299,0.1,0,0.9
9300,0.4,0,0.9
9301,0.9,0,0.3
9302,0.1,0,0.3
9303,0.3,0,0.3
9304,0.7,1,0.7
9305,0.9,1,0.1
9306,0.7,0,1.0
9307,0.9,1,1.0
9308,0.8,0,1.0
9309,0.2,0,0.7
9310,0.7,0,0.7
9311,0.8,0,1.0
9312,0.2,1,1.0
9313,0.1,0,1.0
9314,0.8,0,0.8
9315,0.8,0,0.5
9316,0.3,1,0.5
9317,0.2,1,1.0
9318,0.6,0,1.0
9319,0.2,0,1.0
9320,0.1,0,0.7
9321,0.9,1,0.7
9322,0.1,1,0.3
9323,0.4,0,0.5
9324,0.7,1,0.3
9325,0.5,0,0.3
9326,0.7,1,0.5
9327,0.2,1,0.9
9328,0.9,0,1.0
9329,0.4,1,0.6
9330,0.7,1,0.3
9331,0.6,1,0.3
9332,0.1,1,1.0
9333,0.7,1,0.2
9334,0.7,1,0.2
9335,0.5,0,0.2
9336,0.3,1,0.2
9337,0.1,0,0.2
9338,0.7,0,0.2
9339,0.8,1,0.2
9340,0.7,0,0.2
9341,0.6,0,0.7
9342,0.7,1,1.0
9343,0.2,0,0.2
9344,0.9,1,0.5
9345,0.4,0,0.5
9346,0.4,1,1.0
9347,0.4,0,0.5
9348,0.3,0,0.5
9349,0.2,0,0.3
9350,0.8,1,1.0
9351,0.4,0,1.0
9352,0.2,1,1.0
9353,0.1,1,0.9
9354,0.2,1,0.3
9355,0.6,1,1.0
9356,0.9,0,1.0
9357,0.2,0,0.5
9358,0.7,1,0.8
9359,0.8,0,0.2
9360,0.1,0,0.2
9361,0.5,0,0.2
9362,0.5,0,0.2
9363,0.3,0,0.3
9364,0.5,0,0.3
9365,0.7,1,0.1
9366,0.9,1,0.5
9367,0.8,1,0.3
9368,0.3,1,1.0
9369,0.4,0,0.9
9370,0.7,1,1.0
9371,0.4,0,1.0
9372,0.6,0,1.0
9373,0.3,0,0.3
9374,0.8,1,0.3
9375,0.8,0,0.5
9376,0.8,0,0.7
9377,0.9,0,0.7
9378,0.4,0,0.6
9379,0.2,0,0.6
9380,0.2,1,0.1
9381,0.1,1,1.0
9382,0.9,0,1.0
9383,0.6,0,1.0
9384,0.7,0,0.9
9385,0.2,0,0.1
9386,0.3,0,0.7
9387,0.4,0,0.7
9388,0.7,0,0.9
9389,0.6,0,0.7
9390,0.4,1,0.3
9391,0.1,0,0.3
9392,0.1,0,0.3
9393,0.9,0,0.3
9394,0.7,1,0.9
9395,0.5,1,0.9
9396,0.4,0,0.6
9397,0.8,0,1.0
9398,0.1,1,1.0
9399,0.5,1,0.9
9400,0.7,1,0.6
9401,0.6,1,0.9
9402,0.7,1,0.6
9403,0.1,1,1.0
9404,0.8,1,1.0
9405,0.7,0,0.6
9406,0.2,1,1.0
9407,0.8,0,1.0
9408,0.9,1,0.7
9409,0.2,1,0.7
9410,0.2,1,0.7
9411,0.2,1,0.6
9412,0.4,0,0.9
9413,0.7,0,0.9
9414,0.7,0,0.8
9415,0.4,0,0.8
9416,0.1,0,0.6
9417,0.7,1,0.5
9418,0.3,1,0.7
9419,0.1,0,0.2
9420,0.8,0,0.2
9421,0.4,0,0.3
9422,0.2,1,1.0
9423,0.3,1,1.0
9424,0.6,0,0.8
9425,0.1,0,0.9
9426,0.1,1,0.7
9427,0.3,0,0.1
9428,0.7,0,0.8
9429,0.7,1,0.3
9430,0.6,0,1.0
9431,0.6,0,0.7
9432,0.9,1,0.3
9433,0.1,1,1.0
9434,0.5,1,1.0
9435,0.2,1,1.0
9436,0.2,0,1.0
9437,0.6,0,0.3
9438,0.5,1,0.3
9439,0.3,0,0.3
9440,0.6,0,0.9
9441,0.4,1,0.1
9442,0.2,1,1.0
9443,0.4,0,0.5
9444,0.5,0,0.5
9445,0.8,1,0.9
9446,0.2,1,0.3
9447,0.7,1,1.0
9448,0.3,0,1.0
9449,0.1,1,1.0
9450,0.1,1,1.0
9451,0.9,0,1.0
9452,0.5,1,0.7
9453,0.7,1,0.3
9454,0.7,0,0.3
9455,0.8,0,1.0
9456,0.4,0,0.9
9457,0.3,0,0.5
9458,0.4,1,0.5
9459,0.5,1,0.3
9460,0.1,0,0.9
9461,0.1,0,0.2
9462,0.3,1,0.8
9463,0.2,1,0.8
9464,0.2,0,0.8
9465,0.2,0,0.9
9466,0.1,1,0.9
9467,0.9,0,0.9
9468,0.5,0,0.8
9469,0.6,1,0.3
9470,0.7,1,0.1
9471,0.8,1,0.9
9472,0.3,1,0.5
9473,0.6,1,0.9
9474,0.8,0,1.0
9475,0.8,1,0.8
9476,0.6,1,1.0
9477,0.3,1,1.0
9478,0.6,0,0.3
9479,0.1,1,0.2
9480,0.2,1,0.9
9481,0.8,0,0.9
9482,0.7,1,0.7
9483,0.2,0,0.8
9484,0.8,0,0.6
9485,0.8,1,0.5
9486,0.4,0,0.2
9487,0.1,1,0.2
9488,0.5,0,1.0
9489,0.9,0,0.2
9490,0.3,1,0.1
9491,0.7,0,1.0
9492,0.4,1,0.9
9493,0.8,1,1.0
9494,0.6,1,0.2
9495,0.2,0,0.2
9496,0.4,0,0.2
9497,0.4,1,0.9
9498,0.7,1,0.6
9499,0.5,0,0.9
9500,0.7,0,1.0
9501,0.2,0,0.2
9502,0.8,1,0.2
9503,0.3,1,0.3
9504,0.9,0,0.7
9505,0.1,0,0.5
9506,0.4,0,0.9
9507,0.2,0,0.9
9508,0.4,1,0.9
9509,0.2,0,0.9
9510,0.6,1,1.0
9511,0.5,1,0.9
9512,0.6,1,0.8
9513,0.3,1,0.2
9514,0.3,1,0.2
9515,0.4,0,0.2
9516,0.3,0,0.9
9517,0.1,0,0.3
9518,0.2,1,0.7
9519,0.3,0,0.5
9520,0.4,1,1.0
9521,0.1,0,0.5
9522,0.7,0,0.5
9523,0.9,1,0.3
9524,0.7,1,1.0
9525,0.5,0,1.0
9526,0.1,0,0.9
9527,0.9,0,0.9
9528,0.9,1,1.0
9529,0.4,0,0.3
9530,0.3,1,0.3
9531,0.1,1,0.3
9532,0.3,1,0.1
9533,0.1,0,0.2
9534,0.1,1,1.0
9535,0.9,1,1.0
9536,0.1,0,0.2
9537,0.8,1,0.2
9538,0.7,1,0.8
9539,0.4,1,0.8
9540,0.7,1,0.8
9541,0.3,0,0.9
9542,0.4,0,0.3
9543,0.9,0,0.6
9544,0.8,1,0.6
9545,0.4,1,0.1
9546,0.5,1,0.1
9547,0.3,0,0.5
9548,0.4,0,0.5
9549,0.9,1,1.0
9550,0.2,1,1.0
9551,0.8,1,0.1
9552,0.7,0,0.1
9553,0.4,0,0.1
9554,0.2,0,0.1
9555,0.2,0,0.8
9556,0.5,0,0.2
9557,0.7,0,0.6
9558,0.2,0,0.6
9559,0.8,1,0.6
9560,0.5,0,0.6
9561,0.6,1,1.0
9562,0.9,1,0.1
9563,0.6,0,0.1
9564,0.7,0,0.6
9565,0.6,0,0.6
9566,0.1,0,0.1
9567,0.1,0,0.1
9568,0.2,1,0.9
9569,0.7,1,0.2
9570,0.2,0,1.0
9571,0.7,0,1.0
9572,0.3,1,1.0
9573,0.7,0,1.0
9574,0.3,1,1.0
9575,0.1,0,0.5
9576,0.3,0,0.2
9577,0.9,1,1.0
9578,0.2,1,1.0
9579,0.3,1,1.0
9580,0.6,1,0.8
9581,0.4,0,0.3
9582,0.7,1,0.3
9583,0.1,1,1.0
9584,0.7,1,0.7
9585,0.9,1,0.7
9586,0.7,0,0.7
9587,0.7,1,0.2
9588,0.8,0,0.8
9589,0.8,0,0.6
9590,0.8,1,1.0
9591,0.3,0,0.5
9592,0.8,0,0.5
9593,0.6,0,0.2
9594,0.3,0,0.2
9595,0.5,1,0.9
9596,0.8,0,0.9
9597,0.6,0,0.2
9598,0.5,0,0.5
9599,0.8,0,0.5
9600,0.8,1,0.1
9601,0.5,0,0.7
9602,0.5,1,0.6
9603,0.4,0,0.7
9604,0.6,0,0.5
9605,0.7,1,0.5
9606,0.3,0,0.2
9607,0.4,0,0.2
9608,0.9,1,0.8
9609,0.8,0,1.0
9610,0.6,1,1.0
9611,0.1,0,0.3
9612,0.5,0,0.2
9613,0.4,0,0.2
9614,0.5,1,0.2
9615,0.1,0,0.7
9616,0.5,0,1.0
9617,0.7,1,0.9
9618,0.2,1,0.6
9619,0.7,0,0.2
9620,0.6,0,0.2
9621,0.6,1,0.8
9622,0.1,0,0.1
9623,0.6,0,1.0
9624,0.6,0,1.0
9625,0.9,1,1.0
9626,0.5,1,0.3
9627,0.8,1,0.3
9628,0.5,0,0.3
9629,0.8,1,0.6
9630,0.2,1,1.0
9631,0.2,0,1.0
9632,0.9,1,1.0
9633,0.6,0,0.3
9634,0.1,0,1.0
9635,0.1,1,0.9
9636,0.4,1,0.3
9637,0.5,0,0.5
9638,0.4,1,1.0
9639,0.1,0,1.0
9640,0.5,1,0.3
9641,0.3,0,1.0
9642,0.2,1,0.9
9643,0.8,0,0.9
9644,0.8,0,0.8
9645,0.3,1,0.8
9646,0.4,0,1.0
9647,0.3,1,1.0
9648,0.2,0,1.0
9649,0.2,0,1.0
9650,0.4,0,1.0
9651,0.5,0,0.3
9652,0.3,1,0.3
9653,0.8,0,0.2
9654,0.2,1,0.2
9655,0.3,1,0.2
9656,0.7,0,0.1
9657,0.1,1,0.3
9658,0.6,1,0.3
9659,0.5,1,1.0
9660,0.5,0,0.2
9661,0.4,1,0.9
9662,0.9,1,0.9
9663,0.3,0,1.0
9664,0.1,0,1.0
9665,0.1,0,1.0
9666,0.4,0,0.9
9667,0.8,1,0.1
9668,0.5,1,0.7
9669,0.6,0,0.3
9670,0.8,1,0.3
9671,0.4,0,0.5
9672,0.6,1,0.3
9673,0.3,0,1.0
9674,0.5,0,0.1
9675,0.2,1,0.6
9676,0.5,1,0.6
9677,0.3,0,0.6
9678,0.2,0,0.6
9679,0.8,1,0.6
9680,0.7,1,0.6
9681,0.7,1,0.6
9682,0.5,0,0.3
9683,0.4,1,0.3
9684,0.3,0,0.1
9685,0.8,0,0.7
9686,0.6,0,0.7
9687,0.7,1,0.8
9688,0.7,0,0.6
9689,0.4,0,0.2
9690,0.8,0,0.8
9691,0.5,0,0.8
9692,0.1,1,0.9
9693,0.1,1,1.0
9694,0.7,1,1.0
9695,0.8,0,0.3
9696,0.7,0,0.3
9697,0.9,1,0.9
9698,0.5,0,0.6
9699,0.6,1,0.8
9700,0.1,0,0.6
9701,0.5,0,0.6
9702,0.9,0,0.8
9703,0.4,0,0.8
9704,0.9,1,1.0
9705,0.2,1,1.0
9706,0.2,0,1.0
9707,0.1,0,0.1
9708,0.1,1,1.0
9709,0.6,0,1.0
9710,0.8,0,0.9
9711,0.7,0,0.5
9712,0.7,0,0.6
9713,0.7,0,1.0
9714,0.6,1,1.0
9715,0.2,1,1.0
9716,0.6,1,1.0
9717,0.3,0,0.1
9718,0.4,0,0.1
9719,0.6,0,0.1
9720,0.6,1,0.3
9721,0.1,1,0.5
9722,0.2,0,1.0
9723,0.3,1,0.2
9724,0.6,1,0.2
9725,0.6,0,0.3
9726,0.9,0,0.3
9727,0.7,1,0.3
9728,0.7,1,0.3
9729,0.6,1,0.5
9730,0.8,0,0.5
9731,0.2,1,0.5
9732,0.8,0,0.5
9733,0.3,1,0.5
9734,0.8,0,0.5
9735,0.9,1,0.6
9736,0.8,0,0.6
9737,0.3,0,0.7
9738,0.8,1,0.7
9739,0.3,1,0.7
9740,0.7,0,0.7
9741,0.6,1,0.6
9742,0.4,1,0.3
9743,0.5,1,0.3
9744,0.1,1,0.5
9745,0.4,0,0.9
9746,0.6,0,1.0
9747,0.9,0,0.5
9748,0.4,0,0.1
9749,0.4,1,1.0
9750,0.4,1,1.0
9751,0.4,0,0.7
9752,0.7,1,0.8
9753,0.1,1,0.8
9754,0.1,1,0.1
9755,0.7,0,0.3
9756,0.3,0,0.3
9757,0.4,1,0.2
9758,0.6,0,0.5
9759,0.1,1,1.0
9760,0.5,0,0.6
9761,0.5,1,0.6
9762,0.2,0,0.9
9763,0.5,1,0.9
9764,0.5,1,0.9
9765,0.3,1,0.9
9766,0.7,1,0.1
9767,0.7,1,0.1
9768,0.1,1,0.7
9769,0.2,0,1.0
9770,0.7,0,0.5
9771,0.9,0,0.5
9772,0.1,0,1.0
9773,0.5,1,1.0
9774,0.5,0,0.7
9775,0.9,1,1.0
9776,0.7,0,1.0
9777,0.2,1,0.2
9778,0.5,0,0.2
9779,0.6,0,1.0
9780,0.1,0,0.6
9781,0.4,1,0.6
9782,0.1,1,0.8
9783,0.2,0,0.1
9784,0.5,1,0.1
9785,0.7,1,0.7
9786,0.3,0,0.7
9787,0.8,0,0.9
9788,0.5,0,0.2
9789,0.7,1,0.2
9790,0.1,0,0.2
9791,0.3,1,1.0
9792,0.9,1,0.7
9793,0.1,1,1.0
9794,0.2,0,0.7
9795,0.4,1,0.7
9796,0.4,1,0.9
9797,0.9,1,0.9
9798,0.9,1,0.9
9799,0.6,0,0.9
9800,0.5,0,0.8
9801,0.4,1,0.8
9802,0.1,1,1.0
9803,0.8,1,1.0
9804,0.8,1,0.7
9805,0.7,0,0.7
9806,0.7,0,0.2
9807,0.6,0,0.2
9808,0.8,1,0.6
9809,0.6,0,0.2
9810,0.7,0,0.2
9811,0.8,0,0.6
9812,0.2,1,0.6
9813,0.9,1,0.5
9814,0.8,0,1.0
9815,0.9,0,0.1
9816,0.7,0,1.0
9817,0.8,1,1.0
9818,0.6,0,1.0
9819,0.9,0,0.6
9820,0.6,1,1.0
9821,0.2,1,1.0
9822,0.6,1,0.5
9823,0.8,0,0.5
9824,0.5,1,0.1
9825,0.7,0,1.0
9826,0.9,1,1.0
9827,0.1,0,1.0
9828,0.5,0,1.0
9829,0.4,1,0.6
9830,0.5,0,0.6
9831,0.9,1,0.8
9832,0.3,0,0.6
9833,0.4,1,0.3
9834,0.4,1,0.3
9835,0.3,0,0.5
9836,0.8,1,0.9
9837,0.1,1,0.9
9838,0.2,1,0.8
9839,0.3,0,0.8
9840,0.1,0,0.9
9841,0.5,0,0.2
9842,0.3,1,0.2
9843,0.4,0,0.6
9844,0.9,1,1.0
9845,0.2,0,0.1
9846,0.6,1,1.0
9847,0.2,1,0.2
9848,0.4,0,1.0
9849,0.3,0,1.0
9850,0.1,0,0.5
9851,0.5,0,0.6
9852,0.3,1,0.6
9853,0.2,0,1.0
9854,0.5,1,0.9
9855,0.5,0,0.9
9856,0.2,1,0.2
9857,0.3,0,0.2
9858,0.7,0,1.0
9859,0.3,0,1.0
9860,0.9,1,0.3
9861,0.4,1,0.7
9862,0.9,0,0.7
9863,0.6,0,0.3
9864,0.3,1,0.2
9865,0.4,1,0.7
9866,0.5,0,0.3
9867,0.3,0,0.5
9868,0.2,0,0.5
9869,0.7,0,0.5
9870,0.4,1,0.8
9871,0.5,0,1.0
9872,0.5,0,0.8
9873,0.5,1,1.0
9874,0.3,1,1.0
9875,0.2,0,0.3
9876,0.7,0,0.9
9877,0.4,0,0.9
9878,0.9,0,1.0
9879,0.1,1,0.3
9880,0.8,1,0.1
9881,0.4,0,0.9
9882,0.9,0,0.9
9883,0.6,0,0.2
9884,0.1,1,0.1
9885,0.4,0,0.1
9886,0.9,1,0.1
9887,0.1,1,0.1
9888,0.7,0,0.5
9889,0.8,0,0.5
9890,0.9,1,0.5
9891,0.8,0,0.5
9892,0.5,1,0.5
9893,0.2,0,0.3
9894,0.5,1,0.5
9895,0.5,1,0.9
9896,0.5,0,0.1
9897,0.7,1,0.1
9898,0.5,1,0.1
9899,0.4,1,0.1
9900,0.9,0,0.1
9901,0.5,0,0.3
9902,0.9,0,0.3
9903,0.8,0,0.3
9904,0.4,0,1.0
9905,0.6,0,0.7
9906,0.5,1,0.7
9907,0.7,1,0.5
9908,0.4,1,0.5
9909,0.9,0,0.5
9910,0.5,0,0.5
9911,0.8,1,0.5
9912,0.1,0,0.5
9913,0.2,0,0.9
9914,0.1,1,0.1
9915,0.7,0,0.1
9916,0.5,1,0.6
9917,0.1,1,0.6
9918,0.5,1,0.1
9919,0.1,1,0.7
9920,0.5,0,0.7
9921,0.1,1,0.9
9922,0.5,0,0.9
9923,0.1,1,0.9
9924,0.6,1,0.2
9925,0.5,0,0.2
9926,0.1,1,0.2
9927,0.2,0,0.2
9928,0.7,0,0.2
9929,0.6,0,0.2
9930,0.5,1,1.0
9931,0.8,0,1.0
9932,0.9,1,0.8
9933,0.3,1,0.8
9934,0.4,0,0.8
9935,0.9,1,1.0
9936,0.2,1,0.5
9937,0.2,1,0.5
9938,0.3,0,0.5
9939,0.2,1,0.5
9940,0.5,0,0.8
9941,0.4,1,0.8
9942,0.1,1,0.8
9943,0.1,0,0.8
9944,0.9,0,0.8
9945,0.9,1,0.1
9946,0.1,0,0.1
9947,0.1,0,0.1
9948,0.7,1,0.1
9949,0.3,1,0.1
9950,0.7,0,0.9
9951,0.6,1,0.5
9952,0.5,1,0.6
9953,0.6,0,0.3
9954,0.1,0,0.3
9955,0.1,1,0.7
9956,0.4,0,0.2
9957,0.1,0,0.9
9958,0.5,0,0.9
9959,0.5,0,0.9
9960,0.6,0,1.0
9961,0.1,0,0.9
9962,0.3,0,1.0
9963,0.6,0,0.5
9964,0.8,1,0.5
9965,0.7,1,0.9
9966,0.3,0,1.0
9967,0.5,1,1.0
9968,0.2,1,0.9
9969,0.1,1,0.9
9970,0.5,0,0.2
9971,0.4,0,0.2
9972,0.9,1,0.2
9973,0.9,1,0.2
9974,0.3,1,0.2
9975,0.9,0,0.6
9976,0.8,0,0.6
9977,0.2,0,0.2
9978,0.2,0,0.6
9979,0.7,1,1.0
9980,0.7,0,0.3
9981,0.1,0,0.3
9982,0.8,1,0.7
9983,0.4,0,0.7
9984,0.3,1,0.3
9985,0.8,0,0.3
9986,0.3,1,0.1
9987,0.9,1,0.1
9988,0.2,1,0.1
9989,0.2,0,0.5
9990,0.9,1,0.6
9991,0.3,0,0.6
9992,0.7,1,0.6
9993,0.2,1,1.0
9994,0.4,1,0.1
9995,0.7,1,0.8
9996,0.3,0,0.3
9997,0.5,1,1.0
9998,0.4,1,0.1
9999,0.1,0,0.8
10000,0.3,1,0.7
10001,0.1,0,0.9
10002,0.5,1,0.6
10003,0.1,0,0.6
10004,0.5,0,0.6
10005,0.3,1,0.7
10006,0.5,0,0.7
10007,0.3,1,0.7
10008,0.9,1,0.7
10009,0.4,1,0.7
10010,0.7,1,0.7
10011,0.4,0,0.8
10012,0.3,0,0.1
10013,0.9,0,0.2
10014,0.1,0,0.7
10015,0.2,1,0.9
10016,0.6,0,0.9
10017,0.3,1,0.6
10018,0.9,1,0.6
10019,0.1,1,1.0
10020,0.2,1,0.6
10021,0.2,1,1.0
10022,0.6,0,0.5
10023,0.3,0,0.5
10024,0.9,0,1.0
10025,0.8,1,1.0
10026,0.8,0,0.7
10027,0.7,0,0.2
10028,0.8,0,0.7
10029,0.5,0,0.9
10030,0.1,0,0.8
10031,0.4,0,1.0
10032,0.1,1,1.0
10033,0.9,1,1.0
10034,0.4,1,1.0
10035,0.3,0,1.0
10036,0.4,0,1.0
10037,0.6,1,1.0
10038,0.2,1,1.0
10039,0.6,0,0.2
10040,0.7,1,0.2
10041,0.4,1,1.0
10042,0.5,0,0.8
10043,0.7,1,1.0
10044,0.8,0,0.7
10045,0.7,1,1.0
10046,0.6,1,1.0
10047,0.5,1,0.8
10048,0.8,1,0.2
10049,0.8,1,0.5
10050,0.3,0,0.3
10051,0.2,0,1.0
10052,0.2,1,1.0
10053,0.7,0,1.0
10054,0.4,0,0.2
10055,0.2,1,1.0
10056,0.7,1,1.0
10057,0.5,0,0.1
10058,0.5,0,0.2
10059,0.7,0,0.7
10060,0.6,0,0.9
10061,0.1,1,1.0
10062,0.1,1,0.2
10063,0.2,1,0.2
10064,0.9,1,1.0
10065,0.2,1,1.0
10066,0.4,0,1.0
10067,0.2,1,1.0
10068,0.2,1,1.0
10069,0.2,1,0.6
10070,0.5,0,0.8
10071,0.3,0,1.0
10072,0.6,0,1.0
10073,0.6,1,1.0
10074,0.8,0,0.2
10075,0.4,0,1.0
10076,0.3,1,1.0
10077,0.4,0,0.8
10078,0.2,0,0.6
10079,0.5,1,1.0
10080,0.3,1,0.3
10081,0.2,0,0.5
10082,0.5,0,0.1
10083,0.5,1,0.1
10084,0.4,1,0.1
10085,0.8,1,1.0
10086,0.6,1,0.6
10087,0.4,0,0.5
10088,0.7,0,0.3
10089,0.7,0,0.3
10090,0.9,0,1.0
10091,0.1,1,0.8
10092,0.7,1,0.5
10093,0.3,0,0.3
10094,0.9,1,1.0
10095,0.5,1,0.3
10096,0.2,1,0.8
10097,0.8,0,0.5
10098,0.8,1,0.5
10099,0.4,0,0.3
10100,0.7,1,0.3
10101,0.3,0,0.3
10102,0.6,0,0.9
10103,0.9,1,0.2
10104,0.3,1,1.0
10105,0.3,0,0.1
10106,0.7,0,0.6
10107,0.1,0,0.6
10108,0.8,0,0.2
10109,0.9,1,0.8
10110,0.3,0,0.5
10111,0.5,1,0.5
10112,0.8,1,0.6
10113,0.3,1,0.8
10114,0.6,0,0.8
10115,0.8,1,0.1
10116,0.9,1,0.1
10117,0.7,1,0.9
10118,0.2,1,1.0
10119,0.5,0,1.0
10120,0.7,1,0.3
10121,0.3,0,0.3
10122,0.3,0,0.3
10123,0.9,1,0.1
10124,0.2,1,0.3
10125,0.6,0,0.3
10126,0.2,1,0.5
10127,0.8,1,0.5
10128,0.1,1,0.5
10129,0.1,1,1.0
10130,0.4,0,0.1
10131,0.6,1,1.0
10132,0.2,1,1.0
10133,0.2,0,1.0
10134,0.6,0,1.0
10135,0.7,1,1.0
10136,0.4,1,1.0
10137,0.4,1,0.3
10138,0.8,1,0.3
10139,0.6,0,0.1
10140,0.8,0,0.1
10141,0.4,0,0.1
10142,0.5,1,0.9
10143,0.9,1,0.8
10144,0.7,1,1.0
10145,0.9,1,0.7
10146,0.1,0,1.0
10147,0.3,0,0.9
10148,0.9,1,0.7
10149,0.4,1,0.8
10150,0.6,1,1.0
10151,0.9,0,1.0
10152,0.3,1,0.9
10153,0.9,0,1.0
10154,0.9,0,0.7
10155,0.4,1,0.9
10156,0.5,1,1.0
10157,0.7,0,1.0
10158,0.1,0,0.6
10159,0.5,1,0.3
10160,0.9,0,1.0
10161,0.9,1,0.3
10162,0.4,0,0.9
10163,0.3,1,0.3
10164,0.5,0,0.2
10165,0.1,1,0.7
10166,0.5,1,0.6
10167,0.2,1,0.6
10168,0.7,1,0.6
10169,0.2,1,0.2
10170,0.8,1,1.0
10171,0.1,1,0.8
10172,0.9,1,0.8
10173,0.1,0,1.0
10174,0.5,1,0.7
10175,0.6,0,0.3
10176,0.5,1,0.7
10177,0.8,0,1.0
10178,0.8,0,0.3
10179,0.5,1,0.3
10180,0.7,0,0.7
10181,0.8,0,0.8
10182,0.2,1,0.5
10183,0.2,1,1.0
10184,0.3,0,1.0
10185,0.3,1,0.6
10186,0.7,1,0.6
10187,0.9,1,0.7
10188,0.4,1,0.7
10189,0.1,1,0.7
10190,0.4,0,0.5
10191,0.4,0,0.5
10192,0.2,1,0.5
10193,0.2,0,0.5
10194,0.3,0,0.5
10195,0.2,0,0.5
10196,0.1,0,1.0
10197,0.6,1,0.7
10198,0.9,0,0.7
10199,0.1,1,0.5
10200,0.3,1,0.2
10201,0.3,1,0.2
10202,0.4,1,0.2
10203,0.6,0,0.2
10204,0.1,1,1.0
10205,0.3,0,1.0
10206,0.2,1,1.0
10207,0.2,0,1.0
10208,0.2,1,1.0
10209,0.2,1,1.0
10210,0.2,1,1.0
10211,0.8,1,0.9
10212,0.6,0,0.9
10213,0.5,0,0.2
10214,0.8,0,1.0
10215,0.3,0,1.0
10216,0.7,1,1.0
10217,0.8,1,0.9
10218,0.5,0,1.0
10219,0.1,1,1.0
10220,0.6,1,1.0
10221,0.4,0,0.6
10222,0.9,0,0.6
10223,0.9,0,0.7
10224,0.3,0,0.9
10225,0.1,1,0.5
10226,0.5,1,0.7
10227,0.9,0,0.9
10228,0.1,0,0.9
10229,0.5,1,1.0
10230,0.4,1,0.2
10231,0.7,1,0.8
10232,0.2,0,0.6
10233,0.4,1,0.3
10234,0.6,1,0.1
10235,0.7,1,0.7
10236,0.3,0,0.8
10237,0.1,0,0.6
10238,0.4,0,0.8
10239,0.1,1,0.3
10240,0.1,1,0.1
10241,0.8,1,0.9
10242,0.7,0,0.9
10243,0.7,0,0.6
10244,0.1,1,1.0
10245,0.7,1,0.9
10246,0.2,1,0.9
10247,0.5,0,0.9
10248,0.9,0,0.9
10249,0.3,1,0.9
10250,0.7,0,0.9
10251,0.2,1,0.2
10252,0.1,1,0.2
10253,0.3,0,0.8
10254,0.7,0,0.8
10255,0.1,0,0.6
10256,0.5,1,0.2
10257,0.7,0,0.9
10258,0.6,0,0.9
10259,0.1,0,0.6
10260,0.4,1,0.8
10261,0.3,1,0.3
10262,0.5,1,0.1
10263,0.3,1,0.8
10264,0.8,1,0.7
10265,0.4,1,1.0
10266,0.1,0,0.5
10267,0.9,0,0.5
10268,0.6,1,1.0
10269,0.3,1,0.8
10270,0.2,0,0.9
10271,0.3,1,1.0
10272,0.4,0,1.0
10273,0.1,0,0.1
10274,0.4,0,0.3
10275,0.8,0,1.0
10276,0.9,1,0.3
10277,0.6,0,0.1
10278,0.2,0,0.6
10279,0.7,1,0.1
10280,0.3,1,0.1
10281,0.7,1,1.0
10282,0.5,1,1.0
10283,0.2,1,1.0
10284,0.3,1,0.9
10285,0.5,1,0.3
10286,0.7,0,0.1
10287,0.3,0,1.0
10288,0.6,0,1.0
10289,0.8,1,0.8
10290,0.9,1,0.2
10291,0.7,1,0.3
10292,0.7,0,0.5
10293,0.7,1,0.5
10294,0.9,0,0.5
10295,0.2,0,0.1
10296,0.5,0,0.1
10297,0.1,1,0.1
10298,0.4,0,1.0
10299,0.4,0,1.0
10300,0.3,0,0.7
10301,0.1,1,0.7
10302,0.1,1,0.7
10303,0.4,1,0.7
10304,0.3,0,0.7
10305,0.7,0,1.0
10306,0.1,1,0.5
10307,0.1,0,0.3
10308,0.4,1,0.3
10309,0.6,0,0.9
10310,0.9,0,0.3
10311,0.1,0,0.1
10312,0.4,1,0.1
10313,0.8,1,0.6
10314,0.2,1,0.1
10315,0.3,1,0.2
10316,0.8,1,0.1
10317,0.2,1,1.0
10318,0.8,1,0.1
10319,0.2,0,0.2
10320,0.9,0,1.0
